ds,unique_id,y
2009-01-06 14:00:00,1,63284.0
2009-01-06 15:00:00,1,63551.0
2009-01-06 16:00:00,1,60818.0
2009-01-06 17:00:00,1,51756.0
2009-01-06 18:00:00,1,48568.0
2009-01-06 19:00:00,1,50603.0
2009-01-06 20:00:00,1,48838.0
2009-01-06 21:00:00,1,39657.0
2009-01-06 22:00:00,1,34123.0
2009-01-06 23:00:00,1,30656.0
2009-01-07 00:00:00,1,28467.0
2009-01-07 01:00:00,1,27413.0
2009-01-07 02:00:00,1,26278.0
2009-01-07 03:00:00,1,25308.0
2009-01-07 04:00:00,1,25491.0
2009-01-07 05:00:00,1,26134.0
2009-01-07 06:00:00,1,29348.0
2009-01-07 07:00:00,1,36634.0
2009-01-07 08:00:00,1,46279.0
2009-01-07 09:00:00,1,57095.0
2009-01-07 10:00:00,1,62266.0
2009-01-07 11:00:00,1,63545.0
2009-01-07 12:00:00,1,63280.0
2009-01-07 13:00:00,1,62925.0
2009-01-07 14:00:00,1,63753.0
2009-01-07 15:00:00,1,63749.0
2009-01-07 16:00:00,1,59773.0
2009-01-07 17:00:00,1,50793.0
2009-01-07 18:00:00,1,47610.0
2009-01-07 19:00:00,1,50482.0
2009-01-07 20:00:00,1,48815.0
2009-01-07 21:00:00,1,39911.0
2009-01-07 22:00:00,1,33469.0
2009-01-07 23:00:00,1,31038.0
2009-01-08 00:00:00,1,28365.0
2009-01-08 01:00:00,1,26895.0
2009-01-08 02:00:00,1,25906.0
2009-01-08 03:00:00,1,25066.0
2009-01-08 04:00:00,1,24908.0
2009-01-08 05:00:00,1,25798.0
2009-01-08 06:00:00,1,28553.0
2009-01-08 07:00:00,1,36103.0
2009-01-08 08:00:00,1,46230.0
2009-01-08 09:00:00,1,56703.0
2009-01-08 10:00:00,1,61633.0
2009-01-08 11:00:00,1,62766.0
2009-01-08 12:00:00,1,62163.0
2009-01-08 13:00:00,1,61714.0
2009-01-08 14:00:00,1,62128.0
2009-01-08 15:00:00,1,61966.0
2009-01-08 16:00:00,1,58857.0
2009-01-08 17:00:00,1,50635.0
2009-01-08 18:00:00,1,47718.0
2009-01-08 19:00:00,1,48927.0
2009-01-08 20:00:00,1,47476.0
2009-01-08 21:00:00,1,39695.0
2009-01-08 22:00:00,1,33108.0
2009-01-08 23:00:00,1,30258.0
2009-01-09 00:00:00,1,28023.0
2009-01-09 01:00:00,1,26578.0
2009-01-09 02:00:00,1,25658.0
2009-01-09 03:00:00,1,25044.0
2009-01-09 04:00:00,1,25086.0
2009-01-09 05:00:00,1,25982.0
2009-01-09 06:00:00,1,28811.0
2009-01-09 07:00:00,1,35799.0
2009-01-09 08:00:00,1,46134.0
2009-01-09 09:00:00,1,57085.0
2009-01-09 10:00:00,1,61732.0
2009-01-09 11:00:00,1,62745.0
2009-01-09 12:00:00,1,61201.0
2009-01-09 13:00:00,1,59993.0
2009-01-09 14:00:00,1,61386.0
2009-01-09 15:00:00,1,61695.0
2009-01-09 16:00:00,1,59307.0
2009-01-09 17:00:00,1,50715.0
2009-01-09 18:00:00,1,48161.0
2009-01-09 19:00:00,1,50818.0
2009-01-09 20:00:00,1,49033.0
2009-01-09 21:00:00,1,39879.0
2009-01-09 22:00:00,1,34111.0
2009-01-09 23:00:00,1,30132.0
2009-01-10 00:00:00,1,27071.0
2009-01-10 01:00:00,1,25440.0
2009-01-10 02:00:00,1,25769.0
2009-01-10 03:00:00,1,24853.0
2009-01-10 04:00:00,1,24684.0
2009-01-10 05:00:00,1,25292.0
2009-01-10 06:00:00,1,26845.0
2009-01-10 07:00:00,1,28526.0
2009-01-10 08:00:00,1,33323.0
2009-01-10 09:00:00,1,44291.0
2009-01-10 10:00:00,1,49659.0
2009-01-10 11:00:00,1,50415.0
2009-01-10 12:00:00,1,50178.0
2009-01-10 13:00:00,1,47193.0
2009-01-10 14:00:00,1,46476.0
2009-01-10 15:00:00,1,45443.0
2009-01-10 16:00:00,1,44754.0
2009-01-10 17:00:00,1,44443.0
2009-01-10 18:00:00,1,45393.0
2009-01-10 19:00:00,1,48925.0
2009-01-10 20:00:00,1,47713.0
2009-01-10 21:00:00,1,38899.0
2009-01-10 22:00:00,1,32849.0
2009-01-10 23:00:00,1,30401.0
2009-01-11 00:00:00,1,28216.0
2009-01-11 01:00:00,1,26577.0
2009-01-11 02:00:00,1,25192.0
2009-01-11 03:00:00,1,24339.0
2009-01-11 04:00:00,1,23915.0
2009-01-11 05:00:00,1,24162.0
2009-01-11 06:00:00,1,25497.0
2009-01-11 07:00:00,1,24822.0
2009-01-11 08:00:00,1,27184.0
2009-01-11 09:00:00,1,36866.0
2009-01-11 10:00:00,1,41827.0
2009-01-11 11:00:00,1,42790.0
2009-01-11 12:00:00,1,42940.0
2009-01-11 13:00:00,1,43906.0
2009-01-11 14:00:00,1,44055.0
2009-01-11 15:00:00,1,43606.0
2009-01-11 16:00:00,1,43309.0
2009-01-11 17:00:00,1,43144.0
2009-01-11 18:00:00,1,45245.0
2009-01-11 19:00:00,1,46606.0
2009-01-11 20:00:00,1,45405.0
2009-01-11 21:00:00,1,37290.0
2009-01-11 22:00:00,1,32001.0
2009-01-11 23:00:00,1,28714.0
2009-01-12 00:00:00,1,26524.0
2009-01-12 01:00:00,1,25445.0
2009-01-12 02:00:00,1,24519.0
2009-01-12 03:00:00,1,23642.0
2009-01-12 04:00:00,1,23820.0
2009-01-12 05:00:00,1,24928.0
2009-01-12 06:00:00,1,28380.0
2009-01-12 07:00:00,1,33623.0
2009-01-12 08:00:00,1,41105.0
2009-01-12 09:00:00,1,50354.0
2009-01-12 10:00:00,1,56237.0
2009-01-12 11:00:00,1,57788.0
2009-01-12 12:00:00,1,57850.0
2009-01-12 13:00:00,1,56889.0
2009-01-12 14:00:00,1,60861.0
2009-01-12 15:00:00,1,66200.0
2009-01-12 16:00:00,1,62896.0
2009-01-12 17:00:00,1,52423.0
2009-01-12 18:00:00,1,48421.0
2009-01-12 19:00:00,1,51148.0
2009-01-12 20:00:00,1,48729.0
2009-01-12 21:00:00,1,39971.0
2009-01-12 22:00:00,1,33978.0
2009-01-12 23:00:00,1,31074.0
2009-01-13 00:00:00,1,28464.0
2009-01-13 01:00:00,1,27090.0
2009-01-13 02:00:00,1,26236.0
2009-01-13 03:00:00,1,25754.0
2009-01-13 04:00:00,1,25649.0
2009-01-13 05:00:00,1,26382.0
2009-01-13 06:00:00,1,29958.0
2009-01-13 07:00:00,1,37070.0
2009-01-13 08:00:00,1,48904.0
2009-01-13 09:00:00,1,60892.0
2009-01-13 10:00:00,1,65942.0
2009-01-13 11:00:00,1,67590.0
2009-01-13 12:00:00,1,66513.0
2009-01-13 13:00:00,1,65895.0
2009-01-13 14:00:00,1,56857.0
2009-01-13 15:00:00,1,56220.0
2009-01-13 16:00:00,1,53507.0
2009-01-13 17:00:00,1,45830.0
2009-01-13 18:00:00,1,43885.0
2009-01-13 19:00:00,1,46668.0
2009-01-13 20:00:00,1,44820.0
2009-01-13 21:00:00,1,35781.0
2009-01-13 22:00:00,1,30205.0
2009-01-13 23:00:00,1,27393.0
2009-01-14 00:00:00,1,25174.0
2009-01-14 01:00:00,1,24086.0
2009-01-14 02:00:00,1,25492.0
2009-01-14 03:00:00,1,25374.0
2009-01-14 04:00:00,1,25489.0
2009-01-14 05:00:00,1,26473.0
2009-01-14 06:00:00,1,29210.0
2009-01-14 07:00:00,1,35049.0
2009-01-14 08:00:00,1,43472.0
2009-01-14 09:00:00,1,53811.0
2009-01-14 10:00:00,1,59543.0
2009-01-14 11:00:00,1,60682.0
2009-01-14 12:00:00,1,59866.0
2009-01-14 13:00:00,1,60133.0
2009-01-14 14:00:00,1,59879.0
2009-01-14 15:00:00,1,59702.0
2009-01-14 16:00:00,1,57080.0
2009-01-14 17:00:00,1,49366.0
2009-01-14 18:00:00,1,47618.0
2009-01-14 19:00:00,1,49856.0
2009-01-14 20:00:00,1,48425.0
2009-01-14 21:00:00,1,39165.0
2009-01-14 22:00:00,1,33825.0
2009-01-14 23:00:00,1,30564.0
2009-01-15 00:00:00,1,28215.0
2009-01-15 01:00:00,1,27191.0
2009-01-15 02:00:00,1,26382.0
2009-01-15 03:00:00,1,25347.0
2009-01-15 04:00:00,1,25253.0
2009-01-15 05:00:00,1,26617.0
2009-01-15 06:00:00,1,29535.0
2009-01-15 07:00:00,1,36549.0
2009-01-15 08:00:00,1,44578.0
2009-01-15 09:00:00,1,51063.0
2009-01-15 10:00:00,1,55471.0
2009-01-15 11:00:00,1,56816.0
2009-01-15 12:00:00,1,56191.0
2009-01-15 13:00:00,1,55830.0
2009-01-15 14:00:00,1,56615.0
2009-01-15 15:00:00,1,56187.0
2009-01-15 16:00:00,1,53597.0
2009-01-15 17:00:00,1,46247.0
2009-01-15 18:00:00,1,43537.0
2009-01-15 19:00:00,1,46353.0
2009-01-15 20:00:00,1,44920.0
2009-01-15 21:00:00,1,36647.0
2009-01-15 22:00:00,1,30616.0
2009-01-15 23:00:00,1,27045.0
2009-01-16 00:00:00,1,24954.0
2009-01-16 01:00:00,1,23411.0
2009-01-16 02:00:00,1,22779.0
2009-01-16 03:00:00,1,21919.0
2009-01-16 04:00:00,1,22215.0
2009-01-16 05:00:00,1,23313.0
2009-01-16 06:00:00,1,26414.0
2009-01-16 07:00:00,1,32009.0
2009-01-16 08:00:00,1,40009.0
2009-01-16 09:00:00,1,50364.0
2009-01-16 10:00:00,1,56145.0
2009-01-16 11:00:00,1,57166.0
2009-01-16 12:00:00,1,55448.0
2009-01-16 13:00:00,1,54803.0
2009-01-16 14:00:00,1,55518.0
2009-01-16 15:00:00,1,55824.0
2009-01-16 16:00:00,1,53625.0
2009-01-16 17:00:00,1,45867.0
2009-01-16 18:00:00,1,43877.0
2009-01-16 19:00:00,1,46589.0
2009-01-16 20:00:00,1,45134.0
2009-01-16 21:00:00,1,38589.0
2009-01-16 22:00:00,1,34231.0
2009-01-16 23:00:00,1,31346.0
2009-01-17 00:00:00,1,26390.0
2009-01-17 01:00:00,1,23719.0
2009-01-17 02:00:00,1,22434.0
2009-01-17 03:00:00,1,21934.0
2009-01-17 04:00:00,1,21999.0
2009-01-17 05:00:00,1,22620.0
2009-01-17 06:00:00,1,24095.0
2009-01-17 07:00:00,1,24832.0
2009-01-17 08:00:00,1,29508.0
2009-01-17 09:00:00,1,38446.0
2009-01-17 10:00:00,1,44575.0
2009-01-17 11:00:00,1,45532.0
2009-01-17 12:00:00,1,45327.0
2009-01-17 13:00:00,1,43281.0
2009-01-17 14:00:00,1,42661.0
2009-01-17 15:00:00,1,42552.0
2009-01-17 16:00:00,1,41653.0
2009-01-17 17:00:00,1,41129.0
2009-01-17 18:00:00,1,41531.0
2009-01-17 19:00:00,1,45678.0
2009-01-17 20:00:00,1,44498.0
2009-01-17 21:00:00,1,39717.0
2009-01-17 22:00:00,1,35754.0
2009-01-17 23:00:00,1,31730.0
2009-01-18 00:00:00,1,27514.0
2009-01-18 01:00:00,1,24736.0
2009-01-18 02:00:00,1,23114.0
2009-01-18 03:00:00,1,22418.0
2009-01-18 04:00:00,1,22171.0
2009-01-18 05:00:00,1,22605.0
2009-01-18 06:00:00,1,23154.0
2009-01-18 07:00:00,1,22542.0
2009-01-18 08:00:00,1,24718.0
2009-01-18 09:00:00,1,34512.0
2009-01-18 10:00:00,1,39186.0
2009-01-18 11:00:00,1,40048.0
2009-01-18 12:00:00,1,40432.0
2009-01-18 13:00:00,1,40266.0
2009-01-18 14:00:00,1,40155.0
2009-01-18 15:00:00,1,40132.0
2009-01-18 16:00:00,1,40029.0
2009-01-18 17:00:00,1,39786.0
2009-01-18 18:00:00,1,40984.0
2009-01-18 19:00:00,1,44537.0
2009-01-18 20:00:00,1,45078.0
2009-01-18 21:00:00,1,41103.0
2009-01-18 22:00:00,1,35530.0
2009-01-18 23:00:00,1,31621.0
2009-01-19 00:00:00,1,27864.0
2009-01-19 01:00:00,1,25362.0
2009-01-19 02:00:00,1,24141.0
2009-01-19 03:00:00,1,23178.0
2009-01-19 04:00:00,1,23331.0
2009-01-19 05:00:00,1,24505.0
2009-01-19 06:00:00,1,27526.0
2009-01-19 07:00:00,1,34464.0
2009-01-19 08:00:00,1,44784.0
2009-01-19 09:00:00,1,54595.0
2009-01-19 10:00:00,1,60516.0
2009-01-19 11:00:00,1,61960.0
2009-01-19 12:00:00,1,61177.0
2009-01-19 13:00:00,1,60873.0
2009-01-19 14:00:00,1,62235.0
2009-01-19 15:00:00,1,61838.0
2009-01-19 16:00:00,1,58954.0
2009-01-19 17:00:00,1,50188.0
2009-01-19 18:00:00,1,46705.0
2009-01-19 19:00:00,1,49410.0
2009-01-19 20:00:00,1,47623.0
2009-01-19 21:00:00,1,39312.0
2009-01-19 22:00:00,1,32873.0
2009-01-19 23:00:00,1,29336.0
2009-01-20 00:00:00,1,26981.0
2009-01-20 01:00:00,1,25645.0
2009-01-20 02:00:00,1,24650.0
2009-01-20 03:00:00,1,24110.0
2009-01-20 04:00:00,1,24006.0
2009-01-20 05:00:00,1,25074.0
2009-01-20 06:00:00,1,27665.0
2009-01-20 07:00:00,1,34725.0
2009-01-20 08:00:00,1,45435.0
2009-01-20 09:00:00,1,55533.0
2009-01-20 10:00:00,1,61309.0
2009-01-20 11:00:00,1,62666.0
2009-01-20 12:00:00,1,61768.0
2009-01-20 13:00:00,1,61523.0
2009-01-20 14:00:00,1,62340.0
2009-01-20 15:00:00,1,61469.0
2009-01-20 16:00:00,1,58581.0
2009-01-20 17:00:00,1,50504.0
2009-01-20 18:00:00,1,48152.0
2009-01-20 19:00:00,1,50258.0
2009-01-20 20:00:00,1,48333.0
2009-01-20 21:00:00,1,39172.0
2009-01-20 22:00:00,1,33510.0
2009-01-20 23:00:00,1,29561.0
2009-01-21 00:00:00,1,27272.0
2009-01-21 01:00:00,1,25853.0
2009-01-21 02:00:00,1,25049.0
2009-01-21 03:00:00,1,24070.0
2009-01-21 04:00:00,1,24110.0
2009-01-21 05:00:00,1,25157.0
2009-01-21 06:00:00,1,28145.0
2009-01-21 07:00:00,1,34811.0
2009-01-21 08:00:00,1,45235.0
2009-01-21 09:00:00,1,55885.0
2009-01-21 10:00:00,1,60606.0
2009-01-21 11:00:00,1,61859.0
2009-01-21 12:00:00,1,61397.0
2009-01-21 13:00:00,1,61114.0
2009-01-21 14:00:00,1,62362.0
2009-01-21 15:00:00,1,62449.0
2009-01-21 16:00:00,1,59964.0
2009-01-21 17:00:00,1,50799.0
2009-01-21 18:00:00,1,47766.0
2009-01-21 19:00:00,1,50929.0
2009-01-21 20:00:00,1,48898.0
2009-01-21 21:00:00,1,40168.0
2009-01-21 22:00:00,1,33779.0
2009-01-21 23:00:00,1,30170.0
2009-01-22 00:00:00,1,27877.0
2009-01-22 01:00:00,1,26022.0
2009-01-22 02:00:00,1,24987.0
2009-01-22 03:00:00,1,24321.0
2009-01-22 04:00:00,1,23892.0
2009-01-22 05:00:00,1,24806.0
2009-01-22 06:00:00,1,27998.0
2009-01-22 07:00:00,1,35488.0
2009-01-22 08:00:00,1,45611.0
2009-01-22 09:00:00,1,56115.0
2009-01-22 10:00:00,1,61489.0
2009-01-22 11:00:00,1,62736.0
2009-01-22 12:00:00,1,62596.0
2009-01-22 13:00:00,1,62356.0
2009-01-22 14:00:00,1,63100.0
2009-01-22 15:00:00,1,61997.0
2009-01-22 16:00:00,1,59762.0
2009-01-22 17:00:00,1,51594.0
2009-01-22 18:00:00,1,48710.0
2009-01-22 19:00:00,1,48297.0
2009-01-22 20:00:00,1,48213.0
2009-01-22 21:00:00,1,40498.0
2009-01-22 22:00:00,1,35243.0
2009-01-22 23:00:00,1,31475.0
2009-01-23 00:00:00,1,28433.0
2009-01-23 01:00:00,1,26824.0
2009-01-23 02:00:00,1,25752.0
2009-01-23 03:00:00,1,24865.0
2009-01-23 04:00:00,1,24835.0
2009-01-23 05:00:00,1,25667.0
2009-01-23 06:00:00,1,28164.0
2009-01-23 07:00:00,1,34633.0
2009-01-23 08:00:00,1,45508.0
2009-01-23 09:00:00,1,55157.0
2009-01-23 10:00:00,1,60786.0
2009-01-23 11:00:00,1,62334.0
2009-01-23 12:00:00,1,61078.0
2009-01-23 13:00:00,1,60426.0
2009-01-23 14:00:00,1,61308.0
2009-01-23 15:00:00,1,61568.0
2009-01-23 16:00:00,1,58669.0
2009-01-23 17:00:00,1,49944.0
2009-01-23 18:00:00,1,47593.0
2009-01-23 19:00:00,1,50236.0
2009-01-23 20:00:00,1,48140.0
2009-01-23 21:00:00,1,40927.0
2009-01-23 22:00:00,1,36257.0
2009-01-23 23:00:00,1,32227.0
2009-01-24 00:00:00,1,28876.0
2009-01-24 01:00:00,1,27187.0
2009-01-24 02:00:00,1,25900.0
2009-01-24 03:00:00,1,25127.0
2009-01-24 04:00:00,1,24694.0
2009-01-24 05:00:00,1,24868.0
2009-01-24 06:00:00,1,26034.0
2009-01-24 07:00:00,1,27188.0
2009-01-24 08:00:00,1,32187.0
2009-01-24 09:00:00,1,41960.0
2009-01-24 10:00:00,1,47645.0
2009-01-24 11:00:00,1,48453.0
2009-01-24 12:00:00,1,47785.0
2009-01-24 13:00:00,1,45070.0
2009-01-24 14:00:00,1,44672.0
2009-01-24 15:00:00,1,44545.0
2009-01-24 16:00:00,1,43780.0
2009-01-24 17:00:00,1,43401.0
2009-01-24 18:00:00,1,44144.0
2009-01-24 19:00:00,1,47782.0
2009-01-24 20:00:00,1,46629.0
2009-01-24 21:00:00,1,40238.0
2009-01-24 22:00:00,1,35321.0
2009-01-24 23:00:00,1,31208.0
2009-01-25 00:00:00,1,28647.0
2009-01-25 01:00:00,1,26918.0
2009-01-25 02:00:00,1,25819.0
2009-01-25 03:00:00,1,24918.0
2009-01-25 04:00:00,1,24503.0
2009-01-25 05:00:00,1,25173.0
2009-01-25 06:00:00,1,25965.0
2009-01-25 07:00:00,1,24820.0
2009-01-25 08:00:00,1,27105.0
2009-01-25 09:00:00,1,36063.0
2009-01-25 10:00:00,1,41079.0
2009-01-25 11:00:00,1,41275.0
2009-01-25 12:00:00,1,40809.0
2009-01-25 13:00:00,1,40500.0
2009-01-25 14:00:00,1,40349.0
2009-01-25 15:00:00,1,40178.0
2009-01-25 16:00:00,1,39893.0
2009-01-25 17:00:00,1,39169.0
2009-01-25 18:00:00,1,40744.0
2009-01-25 19:00:00,1,43640.0
2009-01-25 20:00:00,1,41779.0
2009-01-25 21:00:00,1,34746.0
2009-01-25 22:00:00,1,30945.0
2009-01-25 23:00:00,1,28394.0
2009-01-26 00:00:00,1,26775.0
2009-01-26 01:00:00,1,25434.0
2009-01-26 02:00:00,1,24467.0
2009-01-26 03:00:00,1,23531.0
2009-01-26 04:00:00,1,23218.0
2009-01-26 05:00:00,1,23318.0
2009-01-26 06:00:00,1,24065.0
2009-01-26 07:00:00,1,24255.0
2009-01-26 08:00:00,1,25790.0
2009-01-26 09:00:00,1,32956.0
2009-01-26 10:00:00,1,36314.0
2009-01-26 11:00:00,1,37006.0
2009-01-26 12:00:00,1,36713.0
2009-01-26 13:00:00,1,37119.0
2009-01-26 14:00:00,1,36924.0
2009-01-26 15:00:00,1,36688.0
2009-01-26 16:00:00,1,36323.0
2009-01-26 17:00:00,1,36496.0
2009-01-26 18:00:00,1,37975.0
2009-01-26 19:00:00,1,41364.0
2009-01-26 20:00:00,1,41037.0
2009-01-26 21:00:00,1,33545.0
2009-01-26 22:00:00,1,29841.0
2009-01-26 23:00:00,1,27995.0
2009-01-27 00:00:00,1,26279.0
2009-01-27 01:00:00,1,24916.0
2009-01-27 02:00:00,1,23835.0
2009-01-27 03:00:00,1,23232.0
2009-01-27 04:00:00,1,22673.0
2009-01-27 05:00:00,1,22943.0
2009-01-27 06:00:00,1,23809.0
2009-01-27 07:00:00,1,23838.0
2009-01-27 08:00:00,1,24831.0
2009-01-27 09:00:00,1,30714.0
2009-01-27 10:00:00,1,36249.0
2009-01-27 11:00:00,1,37289.0
2009-01-27 12:00:00,1,37078.0
2009-01-27 13:00:00,1,37455.0
2009-01-27 14:00:00,1,37623.0
2009-01-27 15:00:00,1,37411.0
2009-01-27 16:00:00,1,37047.0
2009-01-27 17:00:00,1,36471.0
2009-01-27 18:00:00,1,37756.0
2009-01-27 19:00:00,1,41944.0
2009-01-27 20:00:00,1,41206.0
2009-01-27 21:00:00,1,34103.0
2009-01-27 22:00:00,1,30104.0
2009-01-27 23:00:00,1,27989.0
2009-01-28 00:00:00,1,26268.0
2009-01-28 01:00:00,1,24952.0
2009-01-28 02:00:00,1,23680.0
2009-01-28 03:00:00,1,23030.0
2009-01-28 04:00:00,1,23001.0
2009-01-28 05:00:00,1,23427.0
2009-01-28 06:00:00,1,25874.0
2009-01-28 07:00:00,1,32676.0
2009-01-28 08:00:00,1,42402.0
2009-01-28 09:00:00,1,51649.0
2009-01-28 10:00:00,1,56160.0
2009-01-28 11:00:00,1,58057.0
2009-01-28 12:00:00,1,57860.0
2009-01-28 13:00:00,1,57405.0
2009-01-28 14:00:00,1,58061.0
2009-01-28 15:00:00,1,57877.0
2009-01-28 16:00:00,1,55752.0
2009-01-28 17:00:00,1,47884.0
2009-01-28 18:00:00,1,44471.0
2009-01-28 19:00:00,1,47025.0
2009-01-28 20:00:00,1,45307.0
2009-01-28 21:00:00,1,37510.0
2009-01-28 22:00:00,1,31051.0
2009-01-28 23:00:00,1,28945.0
2009-01-29 00:00:00,1,27070.0
2009-01-29 01:00:00,1,25554.0
2009-01-29 02:00:00,1,24525.0
2009-01-29 03:00:00,1,23722.0
2009-01-29 04:00:00,1,23704.0
2009-01-29 05:00:00,1,24232.0
2009-01-29 06:00:00,1,27088.0
2009-01-29 07:00:00,1,33227.0
2009-01-29 08:00:00,1,42842.0
2009-01-29 09:00:00,1,50626.0
2009-01-29 10:00:00,1,56090.0
2009-01-29 11:00:00,1,56959.0
2009-01-29 12:00:00,1,56712.0
2009-01-29 13:00:00,1,56890.0
2009-01-29 14:00:00,1,57301.0
2009-01-29 15:00:00,1,56741.0
2009-01-29 16:00:00,1,54410.0
2009-01-29 17:00:00,1,47261.0
2009-01-29 18:00:00,1,44883.0
2009-01-29 19:00:00,1,47362.0
2009-01-29 20:00:00,1,45911.0
2009-01-29 21:00:00,1,36524.0
2009-01-29 22:00:00,1,31542.0
2009-01-29 23:00:00,1,29206.0
2009-01-30 00:00:00,1,27509.0
2009-01-30 01:00:00,1,25836.0
2009-01-30 02:00:00,1,24840.0
2009-01-30 03:00:00,1,24148.0
